time_s,vx_ms,vy_ms,vertical_speed_ms,pitch_deg,roll_deg,power_w,rpm
3166.520134,0.025886,0.00651,-0.047682,-2.42,2.99,767.64,2129.761905
3167.275168,-0.028031,0.013621,-0.035079,-2.68,3.01,814.145,2137.380952
3168.030201,-0.01247,0.024464,-0.044296,-3.21,2.73,777.891,2144.52381
3168.785235,0.03148,-0.023025,0.01875,-2.96,3.57,807.55,2142.380952
3169.540268,0.052462,0.002438,0.0028,-2.57,3.49,847.378,2144.047619
3170.295302,0.004155,-0.003574,0.094474,-2.97,3.03,799.672,2145.238095
3171,-0.003254,-0.016727,0.078479,-3.14,3.27,874.835,2167.619048
3171.755034,0.035784,-0.025705,0.052114,-2.58,2.87,816.878,2178.333333
3172.510067,0.00666,-0.004765,0.022916,-2.31,3.33,877.91,2157.380952
3173.265101,-0.011456,0.017748,-0.061573,-3.57,2.76,863.868,2185.47619
3174.020134,0.029024,-0.021408,-0.080468,-2.78,2.72,821.192,2153.809524
3174.775168,0.002597,-0.027792,-0.069599,-2.31,3.17,816.738,2135.714286
3175.530201,0.001436,0.005744,-0.034246,-2.68,2.71,841.926,2170.47619
3176.285235,0.024417,0.011762,-0.053439,-2.22,3.67,788.943,2178.095238
3177.040268,-0.014604,0.000187,-0.0217,-2.69,3.36,844.287,2194.047619
3177.795302,-0.022703,-0.020436,0.004459,-3.07,3.15,778.651,2188.095238
3178.5,0.002104,0.005745,-0.044464,-2.97,3.04,813.892,2175.714286
3179.255034,0.071412,-0.03505,0.013006,-2.34,2.55,841.369,2162.142857
3180.010067,-0.009889,-0.057316,-0.003719,-2.61,4.48,851.913,2159.285714
3180.765101,0.047482,-0.012692,-0.089747,-2.63,3.72,864.044,2200
3181.520134,0.023365,0.031083,-0.196807,-2.49,3.23,758.618,2095.714286
3182.275168,-0.040031,-0.027291,-0.134769,-1.88,3.73,761.125,2103.333333
3183.030201,-0.057257,-0.015967,-0.136603,-3.49,4.85,765.635,2072.619048
3183.785235,0.061354,0.045079,-0.082018,-2.67,4.12,718.653,2109.761905
3184.540268,0.0229,0.000591,-0.03374,-2.38,3.3,885.089,2129.285714
3185.295302,-0.07171,0.000241,0.012547,-3.07,4.1,792.458,2137.619048
3186,0.000835,0.004844,-0.058431,-3.34,4.31,840.942,2146.666667
3186.755034,0.066953,-0.000173,-0.019207,-2.97,3.16,704.267,2116.428571
3187.510067,0.034959,-0.015611,-0.040846,-2.37,3.29,760.825,2068.095238
3188.265101,0.008945,-0.057217,-0.005372,-2.68,2.93,716.209,2065.47619
3189.020134,0.032795,-0.035066,-0.030423,-3.77,4.06,689.23,2105.952381
3189.775168,-0.038018,0.083052,-0.066373,-2.92,3.64,647.983,2038.809524
3190.530201,0.028427,0.010802,0.005947,-3.49,3.11,604.516,2010.714286
3191.285235,0.414399,0.015402,-0.011575,-7.16,4.27,648.606,2018.095238
3192.040268,0.886958,0.153113,0.075233,-8.56,3.72,583.957,1997.142857
3192.795302,1.616866,-0.087199,0.121266,-10.64,2.13,734.423,2060
3193.5,2.356756,-0.345711,0.167181,-10.36,2.89,683.378,1995.714286
3194.255034,2.905513,-0.293976,0.243519,-10.21,3.48,696.415,2064.761905
3195.010067,3.594738,-0.494647,0.059389,-10.7,3.15,736.034,2039.52381
3195.765101,4.219136,-0.825427,0.147694,-11.04,0.91,480.418,1959.285714
3196.520134,4.871527,-1.088896,0.102457,-11.13,1.99,636.084,1893.809524
3197.275168,5.428609,-1.248399,0.116046,-11.12,2.36,699.314,2058.095238
3198.030201,5.908191,-1.298031,0.053234,-10.98,1.76,722.002,2083.809524
3198.785235,6.275713,-1.41843,0.036055,-10.03,2.14,720.657,2072.380952
3199.540268,6.508197,-1.570035,-0.012232,-10.72,2.08,876.305,2124.761905
3200.295302,6.73149,-1.639744,0.002043,-10.26,1.75,728.465,2085.47619
3201,6.937893,-1.695438,-0.044907,-10.3,2.23,712.638,2086.190476
3201.755034,7.050025,-1.7665,-0.056788,-10.16,1.79,734.912,2095
3202.510067,7.267834,-1.854182,-0.104508,-10.5,1.65,697.514,2077.142857
3203.265101,7.490148,-1.980943,-0.030113,-10.63,1.68,687.153,2063.095238
3204.020134,7.617701,-2.008353,-0.095003,-10.56,2.21,786.476,2118.809524
3204.775168,7.607786,-1.953576,-0.058993,-10.06,2.43,748.753,2123.333333
3205.530201,7.217597,-1.724262,-0.060508,-2.66,4.9,721.942,2088.095238
3206.285235,6.197793,-1.074554,0.028183,2.3,10.22,623.486,2086.190476
3207.040268,4.311582,0.113243,0.196912,8,7.27,549.091,2031.190476
3207.795302,2.259295,0.377748,0.166199,10.61,2.14,563.739,1999.285714
3208.5,0.637423,0.064037,0.040718,5.42,-0.33,557.05,2010.714286
3209.255034,-0.075451,0.064468,0.070413,-1.29,2.98,510.394,1940.952381
3210.010067,0.15937,0.553536,0.00793,-5.84,7.46,640.766,1998.333333
3210.765101,0.455267,1.129198,-0.127388,-4.51,7.6,666.128,2074.047619
3211.520134,0.556061,1.701675,-0.162756,-4.05,6.34,697.965,2086.428571
3212.275168,0.516357,1.727524,-0.046707,-0.7,0.81,657.496,2003.809524
3213.030201,0.507378,1.522991,-0.064787,-8.99,4.02,714.306,2050.714286
3213.785235,1.34599,1.601005,-0.101057,-9.19,6.75,646.573,2031.428571
3214.540268,1.877181,1.925298,-0.100681,-3.85,4.76,748.895,2073.809524
3215.295302,1.415165,1.747066,-0.125892,1.71,-2.01,714.748,2056.190476
3216,0.357512,0.931075,-0.026254,3.15,-5.96,650.144,1960.238095
3216.755034,-0.24259,0.087277,0.044521,-3.54,0.6,610.319,1927.619048
3217.510067,0.088799,0.051485,0.042824,-4.34,2.86,583.181,1895
3218.265101,0.035443,-0.012817,-0.075483,-3.51,1.9,755.709,2090.47619
3219.020134,0.03641,-0.044666,-0.032382,-3.7,1.35,660.601,2096.904762
3219.775168,0.040981,-0.096849,-0.045154,-3.69,1.63,709.646,2055
3220.530201,-0.019117,-0.115558,-0.025502,-3.22,3.08,673.297,2040.952381
3221.285235,-0.0057,0.000036,-0.025456,-3.38,3.06,705.358,2036.666667
3222.040268,-0.001896,0.063195,0.014974,-2.58,1.97,744.079,2081.666667
3222.795302,-0.083871,0.00674,0.034193,-3.01,1.34,789.27,2098.095238
3223.5,-0.023897,-0.045217,0.065944,-3.02,2.07,776.009,2123.809524
3224.255034,-0.028519,-0.091972,0.065778,-2.73,1.87,754.934,2108.095238
3225.010067,-0.017815,-0.067637,0.090125,-3.14,4.06,733.85,2138.809524
3225.765101,-0.093303,0.053328,0.035403,-3.59,3.51,726.742,2110.47619
3226.520134,-0.001846,0.140395,-0.180151,-3.67,3.16,771.379,2071.666667
3227.275168,0.095902,0.006095,-0.150252,-2.39,2.16,747.083,2078.333333
3228.030201,0.165779,-0.041328,-0.02076,-1.29,2.62,714.144,2062.380952
3228.785235,-0.198469,0.025797,0.083613,-2.03,4.67,776.126,2134.285714
3229.540268,0.01153,0.132107,0.06537,-3.98,1.91,737.526,2283.809524
3230.295302,0.021385,-0.013293,-0.00963,-2.91,0.9,792.272,2092.857143
3231,0.01616,-0.088231,-0.047507,-3.01,1.05,777.134,2094.761905
3231.755034,-0.008708,0.071982,0.055379,-4.45,2.42,690.571,2038.333333
3232.510067,0.062509,0.075605,0.042484,-4.31,1.96,705.51,2013.571429
3233.265101,0.04048,-0.024027,-0.039071,-2.92,1.73,703.242,2074.047619
3234.020134,-0.050743,-0.039798,-0.11465,-2.97,1.94,750.918,2113.095238
3234.775168,-0.091947,-0.061521,-0.080682,-3.92,2.62,696.995,2058.809524
3235.530201,-0.044627,-0.06698,-0.042489,-4.42,2.82,718.247,2051.190476
3236.285235,0.055828,-0.038336,0.000594,-3.89,2.96,736.903,2072.142857
3237.040268,-0.047493,0.019089,-0.014329,-3.7,2.67,748.772,2075.952381
3237.795302,-0.004634,0.025003,0.068652,-4.4,2.45,707.674,2085.47619
3238.5,0.02127,0.012691,-0.018488,-4.38,2.35,819.09,2079.285714
3239.255034,0.017048,-0.017023,-0.053185,-4.02,2.79,740.261,2083.095238
3240.010067,0.0089,0.043985,0.016447,-3.65,3.09,733.39,2055.238095
3240.765101,-0.018895,0.02066,0.064798,-3.47,1.68,773.631,2085.952381
3241.520134,-0.019824,-0.01901,-0.115034,-4.44,1.91,726.624,2082.380952
3242.275168,0.01157,0.036453,-0.021097,-4.51,2.28,685.449,2066.428571
3243.030201,0.126596,-0.021551,0.009897,-4.5,2,588.069,2039.761905
3243.785235,0.098191,-0.002477,0.042908,-2.95,2.9,683.632,2015.952381
3244.540268,-0.060343,-0.005317,-0.039447,-3.7,2.58,751,2092.142857
3245.295302,-0.041141,0.042122,0.017861,-3.48,2.47,717.418,2074.047619
3246,-0.005463,0.051375,-0.042678,-3.13,1.65,821.006,2064.285714
3246.755034,-0.045975,-0.011975,-0.036325,-3.28,2.13,698.925,2094.52381
3247.510067,-0.023211,0.047637,-0.049928,-3.28,1.7,719.952,2070.47619
3248.265101,-0.033149,-0.040406,0.007152,-3.05,1.87,728.188,2062.619048
3249.020134,-0.057398,-0.019409,0.014958,-3.13,2.13,721.738,2085.47619
3249.775168,-0.06487,0.028773,0.020235,-3.63,2.14,715.168,2084.52381
3250.530201,-0.017015,-0.037375,0.060451,-3.23,2.3,721.747,2081.904762
3251.285235,0.00647,-0.017042,-0.00297,-3.6,1.96,726.143,2069.047619
3252.040268,-0.043348,0.000116,0.042225,-4.07,1.52,725.232,2063.571429
3252.795302,0.040878,-0.026069,0.086209,-4.05,2.69,649.85,2046.428571
3253.5,0.006715,0.149413,0.128191,-3.19,2.08,651.424,2046.190476
3254.255034,-0.029717,0.077978,0.023894,-3.55,1.73,607.972,1992.857143
3255.010067,-0.081897,-0.076221,0.037722,-4.31,2.36,660.943,2007.380952
3255.765101,-0.01072,-0.039845,0.077569,-3.79,3.16,642.157,2027.857143
3256.520134,0.014258,0.035515,-0.023289,-3.23,1.25,660.666,2060.47619
3257.275168,0.060643,-0.005313,-0.013367,-4.44,1.2,674.616,2046.428571
3258.030201,0.108819,-0.02722,0.048023,-2.81,1.72,610.749,1944.761905
3258.785235,0.110697,-0.032458,0.010056,-1.16,1.9,697.412,1954.047619
3259.540268,0.028826,0.048792,-0.162846,0.32,2.98,541.52,2004.761905
3260.295302,-0.097964,0.141069,-0.205879,-0.8,3.1,625.635,2053.095238
3261,-0.19182,0.101198,-0.158622,-0.73,1.61,593.83,2022.857143
3261.805369,-0.216116,-0.034951,-0.14172,3.14,-0.04,581.761,2090.714286
3262.510067,-0.78439,-0.266424,-0.18781,3.44,-1.11,622.894,2032.142857
3263.265101,-1.176984,-0.401625,0.042662,-0.55,2.27,591.91,2017.857143
3264.07047,-1.703645,-0.467078,0.114262,4.68,1.68,573.837,2004.285714
3264.775168,-2.418347,-0.433579,0.119859,5.55,3.45,627.896,2135.952381
3265.530201,-3.10919,-0.14199,0.099264,5.2,4.85,643.066,2141.904762
3266.285235,-3.465436,0.11907,0.133763,3.96,4.09,619.317,2167.142857
3267.040268,-3.876094,0.1926,-0.001296,3.82,2.72,747.796,2190.238095
3267.795302,-4.188432,0.109018,-0.04261,5.06,2.79,631.916,2130
3268.5,-4.612486,-0.020854,0.066538,5.24,2,570.904,2102.142857
3269.255034,-5.067486,-0.252656,0.030112,4.88,1.09,563.472,2095
3270.010067,-5.399342,-0.610579,-0.008855,4.2,-0.77,718.024,2196.666667
3270.765101,-5.608675,-1.043788,-0.045518,3.44,-1.24,641.562,2149.761905
3271.520134,-5.723523,-1.571495,-0.036233,1.38,-0.49,649.953,2136.190476
3272.275168,-5.611657,-1.913961,0.046851,-0.22,0.48,590.176,2110.47619
3273.030201,-5.081255,-1.800627,-0.001223,-4.95,6.19,634.107,2116.190476
3273.785235,-3.971561,-1.105439,-0.071106,-9.63,12.48,553.708,2120.47619
3274.540268,-2.185344,0.034736,-0.016918,-12.69,7.25,600.334,2086.428571
3275.295302,-1.000912,0.08909,0.005064,-7.81,1.58,608.203,2095
3276,-0.405567,-0.116697,-0.015761,-4.68,3.44,637.513,2145.238095
3276.755034,-0.160972,0.000608,-0.118895,-2.63,4.17,682.653,2176.904762
3277.510067,-0.131104,-0.036795,-0.131877,-2.26,3.62,696.107,2112.142857
3278.265101,0.068207,0.00651,-0.158452,-3.26,4.32,700.584,2100.952381
3279.020134,0.208135,0.099734,-0.185422,-1.95,3,704.776,2102.380952
3279.775168,0.097063,-0.001801,-0.174334,-1.98,3.59,710.343,2093.333333
3280.530201,0.043408,0.098993,-0.325856,-1.27,3.43,700.823,2088.095238
3281.285235,0.006216,-0.014069,-0.424098,-1.35,3.23,694.324,2045.714286
3282.040268,-0.034597,-0.027752,-0.397384,-0.77,4.14,659.49,2078.333333
3282.795302,0.004294,-0.004673,-0.448927,-0.7,2.5,704.841,2058.095238
3283.5,-0.045206,0.021303,-0.470694,-1.26,3.26,662.737,2088.095238
3284.255034,-0.058871,-0.01501,-0.772754,-0.39,3.48,634.814,2083.571429
3285.010067,-0.085505,-0.000791,-0.940531,-2.56,2.42,672.922,2076.904762
3285.765101,0.061505,-0.066556,-1.1362,-1.39,3.63,602.152,2013.095238
3286.520134,0.071153,-0.032305,-1.227005,-0.01,3.14,672.58,2032.142857
3287.275168,-0.028294,-0.037125,-1.144625,1.01,2.81,628.405,2038.571429
3288.030201,-0.088587,0.012846,-1.032784,-0.03,3.28,563.587,2080.714286
3288.785235,-0.102882,0.072734,-1.145826,-0.98,3.74,663.095,2150.47619
3289.540268,-0.024671,-0.075623,-1.138489,-1.16,3.24,738.04,2134.285714
3290.295302,0.025111,-0.042542,-1.202729,0.54,3.46,700.057,2130
3291,-0.039664,0.069587,-1.153729,-0.6,3.46,621.054,2154.52381
3291.752287,0.028767,-0.070228,-1.095692,-0.77,2.83,636.075,2120
3292.504573,0.047388,-0.036409,-1.104824,-0.22,3.12,681.962,2150.952381
3293.25686,-0.047031,0.034011,-1.134746,0.01,3.11,666.044,2169.52381
3294.009146,-0.04751,0.009786,-1.160686,-0.25,2.76,595.485,2102.619048
3294.761433,-0.189569,-0.151221,-1.101103,0.2,-0.82,692.862,2121.190476
3295.51372,-0.553766,-0.628549,-1.052572,-0.42,-1.73,627.213,2138.095238
3296.266006,-0.733694,-1.118333,-0.956526,-0.77,-1.93,605.391,2098.571429
3297.018293,-0.929413,-1.62881,-0.957465,-1.03,1.96,745.352,2123.095238
3297.770579,-0.619324,-1.347355,-1.077433,-4.21,7.56,746.082,2273.571429
3298.522866,-0.547935,-1.159658,-1.115946,-0.77,-1.4,718.312,2182.857143
3299.275152,-0.7195,-1.579903,-1.094093,-0.15,-1.71,630.698,2157.857143
3300.027439,-1.044829,-1.856688,-1.155489,-0.36,-0.86,630.419,2159.761905
3300.779726,-1.183206,-2.139472,-1.145575,-0.79,-0.23,695.816,2264.761905
3301.532012,-1.134862,-2.157625,-1.1548,-3.34,4.17,740.001,2168.571429
3302.284299,-0.614501,-1.649416,-1.165592,-2.78,8.93,737.621,2185
3303.036585,-0.204212,-0.4129,-1.129745,-1.2,9.45,722.435,2182.142857
3303.788872,-0.073957,0.061465,-1.14076,-0.84,4.08,722.505,2180.47619
3304.541159,-0.041086,0.01061,-1.158923,-1.25,3.17,715.854,2202.380952
3305.293445,0.04814,0.071814,-1.158791,-1.26,4.06,699.256,2143.333333
3306.045732,0.050861,0.130677,-1.079981,-0.78,2.35,643.506,2132.857143
3306.798018,0.037335,0.06875,-1.108316,-1.59,1.67,680.283,2168.571429
3307.500152,0.023027,-0.01708,-1.153813,-1.1,2.77,740.541,2166.428571
3308.252439,0.029388,0.017387,-1.200284,-1.66,3.03,698.13,2150.47619
3309.004726,0.001224,0.008977,-1.149336,-1.4,2.28,693.534,2124.285714
3309.757012,-0.066881,-0.36268,-1.147535,-0.84,0.34,678.237,2142.142857
3310.509299,-0.202009,-0.559771,-1.086263,-0.96,0.57,646.661,2178.095238
3311.261585,-0.257938,-0.763449,-1.084009,-0.54,-0.13,717.6,2183.571429
3312.013872,-0.329481,-1.055044,-1.130773,-0.88,0.02,768.84,2150.238095
3312.766159,-0.489553,-1.287068,-1.141805,-0.74,-1.22,609.528,2165.952381
3313.518445,-0.658421,-1.754848,-1.120602,-0.92,-2.57,710.99,2185.238095
3314.270732,-0.80005,-2.233992,-1.128297,-0.81,-2.41,662.832,2183.095238
3315.023018,-0.978755,-2.610081,-1.122653,-0.82,-0.86,669.896,2198.333333
3315.775305,-0.950674,-2.639869,-1.128579,-2.53,3.01,672.215,2172.380952
3316.527591,-0.661585,-1.979149,-1.130887,-0.25,8.9,680.921,2141.666667
3317.279878,-0.26763,-0.656008,-1.16565,-0.05,12.24,724.123,2129.047619
3318.032165,-0.001841,0.16869,-1.185201,-0.34,4.61,685.229,2168.571429
3318.784451,0.132165,0.162396,-0.660095,-2.03,-0.27,739.626,2124.52381
3319.536738,0.051927,-0.029052,-0.401575,0.86,4.06,610.973,2104.285714
3320.289024,-0.006299,0.059718,-0.427319,-0.12,2.37,1054.387,2295.238095
3321.041311,0.000876,0.094751,-0.076836,-0.43,1.68,635.604,2186.666667
3321.793598,-0.113656,-0.240525,-0.037249,-0.45,-2.07,653.682,2170.47619
3322.545884,-0.318621,-0.769829,-0.038776,-0.69,-2.24,738.558,2225.714286
3323.298171,-0.4737,-1.194105,-0.077759,-0.7,-1.89,714.252,2180.714286
3324.000305,-0.600858,-1.541338,-0.120232,-0.69,-1.39,684.871,2198.095238
3324.752591,-0.691557,-1.771457,-0.167407,-1.15,1.11,703.793,2184.761905
3325.504878,-0.418355,-1.411569,-0.131342,-1.87,6.66,653.55,2160.47619
3326.257165,-0.103603,-0.355327,-0.05137,-0.85,9.7,701.764,2156.904762
3327.009451,0.05397,0.21325,-0.064288,-0.84,3.93,737.382,2181.428571
3327.761738,0.034425,0.078431,-0.05197,-0.84,-0.07,771.675,2194.047619
3328.514024,0.015739,-0.023951,-0.088403,-0.73,1.71,729.185,2171.428571
3329.266311,0.007646,-0.04354,-0.605493,-0.71,1.98,690.526,2172.857143
3330.018598,0.024747,-0.031218,-0.579729,-0.31,2.17,681.68,2197.380952
3330.770884,-0.020331,-0.055368,-0.468935,0,2.26,599.542,2055.952381
3331.523171,0.017069,-0.000873,-0.436503,-0.83,3.1,762.16,2193.095238
3332.275457,-0.012944,0.092781,-0.489486,-0.39,1.45,656.65,2207.142857
3333.027744,-0.039782,-0.046308,-0.489319,-0.78,2.05,665.853,2178.809524
3333.78003,0.020685,0.01282,-0.456167,-1.11,4.1,664.068,2159.047619
3334.532317,-0.03428,0.100484,-0.027652,-0.54,0.45,676.544,2157.857143
3335.284604,-0.042901,0.021736,-0.057535,-1.2,0.54,661.218,2195.952381
3336.03689,0.010032,0.002556,-0.062574,-0.41,0.39,692.251,2109.52381
3336.789177,-0.01184,-0.001037,-0.070866,-0.35,0.32,384.606,1828.333333
3337.942683,-0.033089,-0.015027,-0.086731,-0.28,0.22,43.432,882.619048
3338.29375,-0.037201,-0.017172,-0.089233,-0.26,0.2,57.851,851.904762
3339.146341,-0.040635,-0.014303,-0.094445,-0.26,0.2,11.852,677.142857
3339.798323,-0.036152,-0.000877,-0.094649,-0.27,0.23,19.442,630.714286
